PING 10.10.12.1 (10.10.12.1) 56(84) bytes of data.
64 bytes from 10.10.12.1: icmp_seq=1 ttl=63 time=1779 ms
64 bytes from 10.10.12.1: icmp_seq=3 ttl=63 time=0.374 ms
64 bytes from 10.10.12.1: icmp_seq=2 ttl=63 time=1002 ms
64 bytes from 10.10.12.1: icmp_seq=4 ttl=63 time=0.029 ms
64 bytes from 10.10.12.1: icmp_seq=5 ttl=63 time=0.093 ms
64 bytes from 10.10.12.1: icmp_seq=6 ttl=63 time=0.108 ms
64 bytes from 10.10.12.1: icmp_seq=7 ttl=63 time=0.113 ms
64 bytes from 10.10.12.1: icmp_seq=8 ttl=63 time=0.022 ms
64 bytes from 10.10.12.1: icmp_seq=9 ttl=63 time=0.040 ms
64 bytes from 10.10.12.1: icmp_seq=10 ttl=63 time=0.142 ms
64 bytes from 10.10.12.1: icmp_seq=11 ttl=63 time=0.021 ms
64 bytes from 10.10.12.1: icmp_seq=12 ttl=63 time=0.110 ms
64 bytes from 10.10.12.1: icmp_seq=13 ttl=63 time=0.146 ms
64 bytes from 10.10.12.1: icmp_seq=14 ttl=63 time=0.043 ms
64 bytes from 10.10.12.1: icmp_seq=15 ttl=63 time=0.089 ms
64 bytes from 10.10.12.1: icmp_seq=16 ttl=63 time=0.097 ms
64 bytes from 10.10.12.1: icmp_seq=17 ttl=63 time=0.099 ms
64 bytes from 10.10.12.1: icmp_seq=18 ttl=63 time=0.058 ms
64 bytes from 10.10.12.1: icmp_seq=19 ttl=63 time=0.117 ms
64 bytes from 10.10.12.1: icmp_seq=20 ttl=63 time=0.036 ms
64 bytes from 10.10.12.1: icmp_seq=21 ttl=63 time=0.092 ms
64 bytes from 10.10.12.1: icmp_seq=22 ttl=63 time=0.041 ms
64 bytes from 10.10.12.1: icmp_seq=23 ttl=63 time=0.027 ms
64 bytes from 10.10.12.1: icmp_seq=24 ttl=63 time=0.036 ms
64 bytes from 10.10.12.1: icmp_seq=25 ttl=63 time=0.093 ms
64 bytes from 10.10.12.1: icmp_seq=26 ttl=63 time=0.086 ms
64 bytes from 10.10.12.1: icmp_seq=27 ttl=63 time=0.035 ms
64 bytes from 10.10.12.1: icmp_seq=28 ttl=63 time=0.109 ms
64 bytes from 10.10.12.1: icmp_seq=29 ttl=63 time=0.086 ms
64 bytes from 10.10.12.1: icmp_seq=30 ttl=63 time=0.072 ms
64 bytes from 10.10.12.1: icmp_seq=31 ttl=63 time=0.034 ms
64 bytes from 10.10.12.1: icmp_seq=32 ttl=63 time=0.041 ms
64 bytes from 10.10.12.1: icmp_seq=33 ttl=63 time=0.136 ms
64 bytes from 10.10.12.1: icmp_seq=34 ttl=63 time=0.036 ms
64 bytes from 10.10.12.1: icmp_seq=35 ttl=63 time=0.093 ms
64 bytes from 10.10.12.1: icmp_seq=36 ttl=63 time=0.030 ms
64 bytes from 10.10.12.1: icmp_seq=37 ttl=63 time=0.048 ms
64 bytes from 10.10.12.1: icmp_seq=38 ttl=63 time=0.116 ms
64 bytes from 10.10.12.1: icmp_seq=39 ttl=63 time=0.088 ms
64 bytes from 10.10.12.1: icmp_seq=40 ttl=63 time=0.022 ms
64 bytes from 10.10.12.1: icmp_seq=41 ttl=63 time=0.066 ms
64 bytes from 10.10.12.1: icmp_seq=42 ttl=63 time=0.042 ms
64 bytes from 10.10.12.1: icmp_seq=43 ttl=63 time=0.036 ms
64 bytes from 10.10.12.1: icmp_seq=44 ttl=63 time=0.087 ms
64 bytes from 10.10.12.1: icmp_seq=45 ttl=63 time=0.129 ms
64 bytes from 10.10.12.1: icmp_seq=46 ttl=63 time=0.095 ms
64 bytes from 10.10.12.1: icmp_seq=47 ttl=63 time=0.194 ms
64 bytes from 10.10.12.1: icmp_seq=48 ttl=63 time=0.029 ms
64 bytes from 10.10.12.1: icmp_seq=49 ttl=63 time=0.053 ms
64 bytes from 10.10.12.1: icmp_seq=50 ttl=63 time=0.028 ms

--- 10.10.12.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49998ms
rtt min/avg/max/mdev = 0.021/55.719/1779.872/283.454 ms, pipe 2
